estudi,curs_academic,id_anonim,sexe,curs_academic_acces_estudi,via_acces_estudi,nota_d_acces_preinscripcio,dedicacio_de_l_estudiant,s_n_discapacitat,beca_concedida,estudis_mare,estudis_pare,taxa_exit
Graduat En Enginyeria Informàtica,2023/24,122D449255E2Dccb5407Eb05Ba7Ca429,Home,2020/21,Batx. / Cou Amb Pau,9.82,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2023/24,E31E3F91Bd2F03Ad3E135Dc50908B2F6,Dona,2022/23,"Diplomat, Llicenciat",8.89,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2023/24,B6Ea0A18F619Efbc959C7350Fb782598,Home,2022/23,Batx. / Cou Amb Pau,9.83,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Sense Assignar,100.0
Graduat En Enginyeria Informàtica,2023/24,980371Cb099A2Dbd7A906A62F4C7D437,Home,2022/23,Batx. / Cou Amb Pau,11.912,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2023/24,372Bdffdf9Dfa3Dc7B8184Ac72698874,Home,2021/22,Batx. / Cou Amb Pau,10.496,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2023/24,1A3E7Bebcca4269D684292Dd46F3A492,Home,2020/21,Batx. / Cou Amb Pau,9.004,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,47.0
Graduat En Enginyeria Informàtica,2023/24,Ab79Ad4808Fab43B599D515A0296Fe26,Home,2020/21,Batx. / Cou Amb Pau,9.802,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,0.0
Graduat En Enginyeria Informàtica,2023/24,F374F06546298D5Ec14Ae1E35622A51D,Home,2021/22,Batx. / Cou Amb Pau,12.718,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2023/24,7972Ddaef9Cd5D2400C06Be7519Add18,Home,2020/21,Batx. / Cou Amb Pau,9.104,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2023/24,21Df37Acfade88A3C9B4Ea50B907Ce22,Home,2021/22,Batx. / Cou Amb Pau,10.394,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2023/24,2413Add5Ed0193A6950C967Cdc0001Ce,Home,2021/22,Batx. / Cou Amb Pau,11.59,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,89.0
Graduat En Enginyeria Informàtica,2023/24,F50A2Fdb8Ed472B84E2Aa43Fc2F4D14B,Home,2020/21,Batx. / Cou Amb Pau,9.36,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,43.0
Graduat En Enginyeria Informàtica,2023/24,4D906862B719Eb72Ff95E89B07D6Cb94,Home,2021/22,Batx. / Cou Amb Pau,9.9,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2023/24,F925A4Ec7Fa28Bde979F639Ea018E488,Home,2019/20,Batx. / Cou Amb Pau,8.95,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,27.0
Graduat En Enginyeria Informàtica,2023/24,Bdd9E7011181D4091D2Ba3Fcf1948Ab4,Home,2023/24,Batx. / Cou Amb Pau,5.86,Temps Complet,N,No,Màsters O Antigues Llicenciatures,Batxillerat,45.0
Graduat En Enginyeria Informàtica,2023/24,Ee594E302B81D3C3Ad243Ec63Aa07334,Home,2023/24,Batx. / Cou Amb Pau,9.976,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Graus Universitaris O Diplomatures Universitàries,90.0
Graduat En Enginyeria Informàtica,2023/24,7Cb6982687523F717749910E76B459E7,Home,2023/24,"Diplomat, Llicenciat",6.9,Temps Parcial,N,No,Graus Universitaris O Diplomatures Universitàries,Graus Universitaris O Diplomatures Universitàries,18.0
Graduat En Enginyeria Informàtica,2023/24,E10Bab3A77876C6863Cd1816Aa8E256E,Home,2023/24,Batx. / Cou Amb Pau,9.748,Temps Complet,N,No,Altres / Ns / Nc,Altres / Ns / Nc,100.0
Graduat En Enginyeria Informàtica,2023/24,986418C7123Db365E85Fdc0151F219A3,Home,2020/21,Batx. / Cou Amb Pau,10.018,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,91.0
Graduat En Enginyeria Informàtica,2023/24,Ec6Fc69C27A52Ec65E4Df90Bf744E624,Home,2023/24,Batx. / Cou Amb Pau,10.176,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2023/24,5F80A226E760B8B4Fc324Fd706F2A7D0,Home,2017/18,Batx. / Cou Amb Pau,8.134,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2023/24,96393955Dc7D6326Ff3Ecc60F70B1184,Home,2023/24,Batx. / Cou Amb Pau,9.766,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,65.0
